"country","colonizer","col","colstart_max","colend_max","colstart_mean","colend_mean"
"New Zealand","france",0,NA,NA,NA,NA
"Nicaragua","france",0,NA,NA,NA,NA
"Niger","france",1,1922,1960,1910,1960
"Nigeria","france",0,NA,NA,NA,NA
"North Korea","france",0,NA,NA,NA,NA
"North Macedonia","france",0,NA,NA,NA,NA
"Norway","france",0,NA,NA,NA,NA
"Oman","france",0,NA,NA,NA,NA
"Pakistan","france",0,NA,NA,NA,NA
"Palau","france",0,NA,NA,NA,NA
"Panama","france",0,NA,NA,NA,NA
"Papua New Guinea","france",0,NA,NA,NA,NA
"Paraguay","france",0,NA,NA,NA,NA
"Peru","france",0,NA,NA,NA,NA
"Philippines","france",0,NA,NA,NA,NA
"Poland","france",0,NA,NA,NA,NA
"Portugal","france",0,NA,NA,NA,NA
"Qatar","france",0,NA,NA,NA,NA
"Romania","france",0,NA,NA,NA,NA
"Russia","france",0,NA,NA,NA,NA
"Rwanda","france",0,NA,NA,NA,NA
"Samoa","france",0,NA,NA,NA,NA
"San Marino","france",0,NA,NA,NA,NA
"São Tomé & Príncipe","france",0,NA,NA,NA,NA
"Saudi Arabia","france",0,NA,NA,NA,NA
"Senegal","france",1,1854,1960,1770,1960
"Serbia","france",0,NA,NA,NA,NA
"Seychelles","france",1,1756,1794,1756,1794
"Sierra Leone","france",0,NA,NA,NA,NA
"Singapore","france",0,NA,NA,NA,NA
"Slovakia","france",0,NA,NA,NA,NA
"Slovenia","france",0,NA,NA,NA,NA
"Solomon Islands","france",0,NA,NA,NA,NA
"Somalia","france",0,NA,NA,NA,NA
"South Africa","france",0,NA,NA,NA,NA
"South Korea","france",0,NA,NA,NA,NA
"South Sudan","france",0,NA,NA,NA,NA
"Spain","france",0,NA,NA,NA,NA
"Sri Lanka","france",0,NA,NA,NA,NA
"St. Kitts & Nevis","france",0,NA,NA,NA,NA
"St. Lucia","france",1,1650,1814,1650,1814
"St. Vincent & Grenadines","france",0,NA,NA,NA,NA
"Sudan","france",0,NA,NA,NA,NA
"Suriname","france",0,NA,NA,NA,NA
"Sweden","france",0,NA,NA,NA,NA
"Switzerland","france",0,NA,NA,NA,NA
"Syria","france",1,1923,1946,1922,1944
"Taiwan","france",0,NA,NA,NA,NA
"Tajikistan","france",0,NA,NA,NA,NA
"Tanzania","france",0,NA,NA,NA,NA
"Thailand","france",0,NA,NA,NA,NA
"Timor-Leste","france",0,NA,NA,NA,NA
"Togo","france",1,1922,1960,1922,1960
"Tonga","france",0,NA,NA,NA,NA
"Trinidad & Tobago","france",0,NA,NA,NA,NA
"Tunisia","france",1,1881,1956,1877,1956
"Turkey","france",0,NA,NA,NA,NA
"Turkmenistan","france",0,NA,NA,NA,NA
"Tuvalu","france",0,NA,NA,NA,NA
"Uganda","france",0,NA,NA,NA,NA
"Ukraine","france",0,NA,NA,NA,NA
"United Arab Emirates","france",0,NA,NA,NA,NA
"United Kingdom","france",0,NA,NA,NA,NA
"United States","france",0,NA,NA,NA,NA
"Uruguay","france",0,NA,NA,NA,NA
"Uzbekistan","france",0,NA,NA,NA,NA
"Vanuatu","france",1,1887,1980,1887,1980
"Venezuela","france",0,NA,NA,NA,NA
"Vietnam","france",1,1887,1954,1869,1951
"Yemen","france",0,NA,NA,NA,NA
"Zambia","france",0,NA,NA,NA,NA
"Zimbabwe","france",0,NA,NA,NA,NA
"Afghanistan","germany",0,NA,NA,NA,NA
"Albania","germany",0,NA,NA,NA,NA
"Algeria","germany",0,NA,NA,NA,NA
"Andorra","germany",0,NA,NA,NA,NA
"Angola","germany",0,NA,NA,NA,NA
"Antigua & Barbuda","germany",0,NA,NA,NA,NA
"Argentina","germany",0,NA,NA,NA,NA
"Armenia","germany",0,NA,NA,NA,NA
"Australia","germany",0,NA,NA,NA,NA
"Austria","germany",0,NA,NA,NA,NA
"Azerbaijan","germany",0,NA,NA,NA,NA
"Bahamas","germany",0,NA,NA,NA,NA
"Bahrain","germany",0,NA,NA,NA,NA
"Bangladesh","germany",0,NA,NA,NA,NA
"Barbados","germany",0,NA,NA,NA,NA
"Belarus","germany",0,NA,NA,NA,NA
"Belgium","germany",0,NA,NA,NA,NA
"Belize","germany",0,NA,NA,NA,NA
"Benin","germany",0,NA,NA,NA,NA
"Bhutan","germany",0,NA,NA,NA,NA
"Bolivia","germany",0,NA,NA,NA,NA
"Bosnia & Herzegovina","germany",0,NA,NA,NA,NA
"Botswana","germany",0,NA,NA,NA,NA
"Brazil","germany",0,NA,NA,NA,NA
"Brunei","germany",0,NA,NA,NA,NA
"Bulgaria","germany",0,NA,NA,NA,NA
"Burkina Faso","germany",0,NA,NA,NA,NA
"Burundi","germany",1,1899,1922,1894,1922
"Cambodia","germany",0,NA,NA,NA,NA
"Cameroon","germany",1,1884,1916,1884,1915
"Canada","germany",0,NA,NA,NA,NA
"Cape Verde","germany",0,NA,NA,NA,NA
"Central African Republic","germany",0,NA,NA,NA,NA
"Chad","germany",0,NA,NA,NA,NA
"Chile","germany",0,NA,NA,NA,NA
"China","germany",0,NA,NA,NA,NA
"Colombia","germany",0,NA,NA,NA,NA
"Comoros","germany",0,NA,NA,NA,NA
"Congo - Brazzaville","germany",0,NA,NA,NA,NA
"Congo - Kinshasa","germany",0,NA,NA,NA,NA
"Costa Rica","germany",0,NA,NA,NA,NA
"Côte d’Ivoire","germany",0,NA,NA,NA,NA
"Croatia","germany",0,NA,NA,NA,NA
"Cuba","germany",0,NA,NA,NA,NA
"Cyprus","germany",0,NA,NA,NA,NA
"Czechia","germany",0,NA,NA,NA,NA
"Denmark","germany",0,NA,NA,NA,NA
"Djibouti","germany",0,NA,NA,NA,NA
"Dominica","germany",0,NA,NA,NA,NA
"Dominican Republic","germany",0,NA,NA,NA,NA
"Ecuador","germany",0,NA,NA,NA,NA
"Egypt","germany",0,NA,NA,NA,NA
"El Salvador","germany",0,NA,NA,NA,NA
"Equatorial Guinea","germany",0,NA,NA,NA,NA
"Eritrea","germany",0,NA,NA,NA,NA
"Estonia","germany",0,NA,NA,NA,NA
"Eswatini","germany",0,NA,NA,NA,NA
"Ethiopia","germany",0,NA,NA,NA,NA
"Fiji","germany",0,NA,NA,NA,NA
"Finland","germany",0,NA,NA,NA,NA
"France","germany",0,NA,NA,NA,NA
"Gabon","germany",0,NA,NA,NA,NA
"Gambia","germany",0,NA,NA,NA,NA
"Georgia","germany",0,NA,NA,NA,NA
"Germany","germany",0,NA,NA,NA,NA
"Ghana","germany",1,1884,1916,1884,1916
"Greece","germany",0,NA,NA,NA,NA
"Grenada","germany",0,NA,NA,NA,NA
"Guatemala","germany",0,NA,NA,NA,NA
"Guinea","germany",0,NA,NA,NA,NA
"Guinea-Bissau","germany",0,NA,NA,NA,NA
"Guyana","germany",0,NA,NA,NA,NA
"Haiti","germany",0,NA,NA,NA,NA
"Honduras","germany",0,NA,NA,NA,NA
"Hungary","germany",0,NA,NA,NA,NA
"Iceland","germany",0,NA,NA,NA,NA
"India","germany",0,NA,NA,NA,NA
"Indonesia","germany",0,NA,NA,NA,NA
"Iran","germany",0,NA,NA,NA,NA
"Iraq","germany",0,NA,NA,NA,NA
"Ireland","germany",0,NA,NA,NA,NA
"Israel","germany",0,NA,NA,NA,NA
"Italy","germany",0,NA,NA,NA,NA
"Jamaica","germany",0,NA,NA,NA,NA
"Japan","germany",0,NA,NA,NA,NA
"Jordan","germany",0,NA,NA,NA,NA
"Kazakhstan","germany",0,NA,NA,NA,NA
"Kenya","germany",0,NA,NA,NA,NA
"Kiribati","germany",0,NA,NA,NA,NA
"Kosovo","germany",0,NA,NA,NA,NA
"Kuwait","germany",0,NA,NA,NA,NA
"Kyrgyzstan","germany",0,NA,NA,NA,NA
"Laos","germany",0,NA,NA,NA,NA
"Latvia","germany",0,NA,NA,NA,NA
"Lebanon","germany",0,NA,NA,NA,NA
"Lesotho","germany",0,NA,NA,NA,NA
"Liberia","germany",0,NA,NA,NA,NA
"Libya","germany",0,NA,NA,NA,NA
"Liechtenstein","germany",0,NA,NA,NA,NA
"Lithuania","germany",0,NA,NA,NA,NA
"Luxembourg","germany",0,NA,NA,NA,NA
"Madagascar","germany",0,NA,NA,NA,NA
"Malawi","germany",0,NA,NA,NA,NA
"Malaysia","germany",0,NA,NA,NA,NA
"Maldives","germany",0,NA,NA,NA,NA
"Mali","germany",0,NA,NA,NA,NA
"Malta","germany",0,NA,NA,NA,NA
"Marshall Islands","germany",1,1885,1914,1885,1914
"Mauritania","germany",0,NA,NA,NA,NA
"Mauritius","germany",0,NA,NA,NA,NA
"Mexico","germany",0,NA,NA,NA,NA
"Micronesia (Federated States of)","germany",0,NA,NA,NA,NA
"Moldova","germany",0,NA,NA,NA,NA
"Monaco","germany",0,NA,NA,NA,NA
"Mongolia","germany",0,NA,NA,NA,NA
"Montenegro","germany",0,NA,NA,NA,NA
"Morocco","germany",0,NA,NA,NA,NA
"Mozambique","germany",0,NA,NA,NA,NA
"Myanmar (Burma)","germany",0,NA,NA,NA,NA
"Namibia","germany",1,1885,1915,1882,1914
"Nauru","germany",1,1888,1914,1888,1914
"Nepal","germany",0,NA,NA,NA,NA
"Netherlands","germany",0,NA,NA,NA,NA
"New Zealand","germany",0,NA,NA,NA,NA
"Nicaragua","germany",0,NA,NA,NA,NA
"Niger","germany",0,NA,NA,NA,NA
"Nigeria","germany",0,NA,NA,NA,NA
"North Korea","germany",0,NA,NA,NA,NA
"North Macedonia","germany",0,NA,NA,NA,NA
"Norway","germany",0,NA,NA,NA,NA
"Oman","germany",0,NA,NA,NA,NA
"Pakistan","germany",0,NA,NA,NA,NA
"Palau","germany",1,1885,1914,1885,1914
"Panama","germany",0,NA,NA,NA,NA
"Papua New Guinea","germany",0,NA,NA,NA,NA
"Paraguay","germany",0,NA,NA,NA,NA
"Peru","germany",0,NA,NA,NA,NA
"Philippines","germany",0,NA,NA,NA,NA
"Poland","germany",0,NA,NA,NA,NA
"Portugal","germany",0,NA,NA,NA,NA
"Qatar","germany",0,NA,NA,NA,NA
"Romania","germany",0,NA,NA,NA,NA
"Russia","germany",0,NA,NA,NA,NA
"Rwanda","germany",1,1899,1915,1894,1915
"Samoa","germany",1,1900,1914,1900,1914
"San Marino","germany",0,NA,NA,NA,NA
"São Tomé & Príncipe","germany",0,NA,NA,NA,NA
"Saudi Arabia","germany",0,NA,NA,NA,NA
"Senegal","germany",0,NA,NA,NA,NA
"Serbia","germany",0,NA,NA,NA,NA
"Seychelles","germany",0,NA,NA,NA,NA
"Sierra Leone","germany",0,NA,NA,NA,NA
"Singapore","germany",0,NA,NA,NA,NA
"Slovakia","germany",0,NA,NA,NA,NA
"Slovenia","germany",0,NA,NA,NA,NA
"Solomon Islands","germany",1,1885,1918,1885,1918
"Somalia","germany",0,NA,NA,NA,NA
"South Africa","germany",0,NA,NA,NA,NA
"South Korea","germany",0,NA,NA,NA,NA
"South Sudan","germany",0,NA,NA,NA,NA
"Spain","germany",0,NA,NA,NA,NA
"Sri Lanka","germany",0,NA,NA,NA,NA
"St. Kitts & Nevis","germany",0,NA,NA,NA,NA
"St. Lucia","germany",0,NA,NA,NA,NA
"St. Vincent & Grenadines","germany",0,NA,NA,NA,NA
"Sudan","germany",0,NA,NA,NA,NA
"Suriname","germany",0,NA,NA,NA,NA
"Sweden","germany",0,NA,NA,NA,NA
"Switzerland","germany",0,NA,NA,NA,NA
"Syria","germany",0,NA,NA,NA,NA
"Taiwan","germany",0,NA,NA,NA,NA
"Tajikistan","germany",0,NA,NA,NA,NA
"Tanzania","germany",1,1891,1917,1888,1916
"Thailand","germany",0,NA,NA,NA,NA
"Timor-Leste","germany",0,NA,NA,NA,NA
"Togo","germany",1,1885,1916,1884,1914
"Tonga","germany",0,NA,NA,NA,NA
"Trinidad & Tobago","germany",0,NA,NA,NA,NA
"Tunisia","germany",0,NA,NA,NA,NA
"Turkey","germany",0,NA,NA,NA,NA
"Turkmenistan","germany",0,NA,NA,NA,NA
"Tuvalu","germany",0,NA,NA,NA,NA
"Uganda","germany",0,NA,NA,NA,NA
"Ukraine","germany",0,NA,NA,NA,NA
"United Arab Emirates","germany",0,NA,NA,NA,NA
"United Kingdom","germany",0,NA,NA,NA,NA
"United States","germany",0,NA,NA,NA,NA
"Uruguay","germany",0,NA,NA,NA,NA
"Uzbekistan","germany",0,NA,NA,NA,NA
"Vanuatu","germany",0,NA,NA,NA,NA
"Venezuela","germany",0,NA,NA,NA,NA
"Vietnam","germany",0,NA,NA,NA,NA
"Yemen","germany",0,NA,NA,NA,NA
"Zambia","germany",0,NA,NA,NA,NA
"Zimbabwe","germany",0,NA,NA,NA,NA
"Afghanistan","netherlands",0,NA,NA,NA,NA
"Albania","netherlands",0,NA,NA,NA,NA
"Algeria","netherlands",0,NA,NA,NA,NA
"Andorra","netherlands",0,NA,NA,NA,NA
"Angola","netherlands",0,NA,NA,NA,NA
"Antigua & Barbuda","netherlands",0,NA,NA,NA,NA
"Argentina","netherlands",0,NA,NA,NA,NA
"Armenia","netherlands",0,NA,NA,NA,NA
"Australia","netherlands",0,NA,NA,NA,NA
"Austria","netherlands",0,NA,NA,NA,NA
"Azerbaijan","netherlands",0,NA,NA,NA,NA
"Bahamas","netherlands",0,NA,NA,NA,NA
"Bahrain","netherlands",0,NA,NA,NA,NA
"Bangladesh","netherlands",0,NA,NA,NA,NA
"Barbados","netherlands",0,NA,NA,NA,NA
"Belarus","netherlands",0,NA,NA,NA,NA
"Belgium","netherlands",0,NA,NA,NA,NA
"Belize","netherlands",0,NA,NA,NA,NA
"Benin","netherlands",0,NA,NA,NA,NA
"Bhutan","netherlands",0,NA,NA,NA,NA
"Bolivia","netherlands",0,NA,NA,NA,NA
"Bosnia & Herzegovina","netherlands",0,NA,NA,NA,NA
"Botswana","netherlands",0,NA,NA,NA,NA
"Brazil","netherlands",0,NA,NA,NA,NA
"Brunei","netherlands",0,NA,NA,NA,NA
"Bulgaria","netherlands",0,NA,NA,NA,NA
"Burkina Faso","netherlands",0,NA,NA,NA,NA
"Burundi","netherlands",0,NA,NA,NA,NA
"Cambodia","netherlands",0,NA,NA,NA,NA
"Cameroon","netherlands",0,NA,NA,NA,NA
"Canada","netherlands",0,NA,NA,NA,NA
"Cape Verde","netherlands",0,NA,NA,NA,NA
"Central African Republic","netherlands",0,NA,NA,NA,NA
"Chad","netherlands",0,NA,NA,NA,NA
"Chile","netherlands",0,NA,NA,NA,NA
"China","netherlands",0,NA,NA,NA,NA
"Colombia","netherlands",0,NA,NA,NA,NA
"Comoros","netherlands",0,NA,NA,NA,NA
"Congo - Brazzaville","netherlands",0,NA,NA,NA,NA
"Congo - Kinshasa","netherlands",0,NA,NA,NA,NA
"Costa Rica","netherlands",0,NA,NA,NA,NA
"Côte d’Ivoire","netherlands",0,NA,NA,NA,NA
"Croatia","netherlands",0,NA,NA,NA,NA
"Cuba","netherlands",0,NA,NA,NA,NA
"Cyprus","netherlands",0,NA,NA,NA,NA
"Czechia","netherlands",0,NA,NA,NA,NA
"Denmark","netherlands",0,NA,NA,NA,NA
"Djibouti","netherlands",0,NA,NA,NA,NA
"Dominica","netherlands",0,NA,NA,NA,NA
"Dominican Republic","netherlands",0,NA,NA,NA,NA
"Ecuador","netherlands",0,NA,NA,NA,NA
"Egypt","netherlands",0,NA,NA,NA,NA
"El Salvador","netherlands",0,NA,NA,NA,NA
"Equatorial Guinea","netherlands",0,NA,NA,NA,NA
"Eritrea","netherlands",0,NA,NA,NA,NA
"Estonia","netherlands",0,NA,NA,NA,NA
"Eswatini","netherlands",0,NA,NA,NA,NA
"Ethiopia","netherlands",0,NA,NA,NA,NA
"Fiji","netherlands",0,NA,NA,NA,NA
"Finland","netherlands",0,NA,NA,NA,NA
"France","netherlands",0,NA,NA,NA,NA
"Gabon","netherlands",0,NA,NA,NA,NA
"Gambia","netherlands",0,NA,NA,NA,NA
"Georgia","netherlands",0,NA,NA,NA,NA
"Germany","netherlands",0,NA,NA,NA,NA
"Ghana","netherlands",0,NA,NA,NA,NA
"Greece","netherlands",0,NA,NA,NA,NA
"Grenada","netherlands",0,NA,NA,NA,NA
"Guatemala","netherlands",0,NA,NA,NA,NA
"Guinea","netherlands",0,NA,NA,NA,NA
"Guinea-Bissau","netherlands",0,NA,NA,NA,NA
"Guyana","netherlands",1,1580,1815,1580,1815
"Haiti","netherlands",0,NA,NA,NA,NA
"Honduras","netherlands",0,NA,NA,NA,NA
"Hungary","netherlands",0,NA,NA,NA,NA
"Iceland","netherlands",0,NA,NA,NA,NA
"India","netherlands",0,NA,NA,NA,NA
"Indonesia","netherlands",1,1623,1962,1621,1952
"Iran","netherlands",0,NA,NA,NA,NA
"Iraq","netherlands",0,NA,NA,NA,NA
"Ireland","netherlands",0,NA,NA,NA,NA
"Israel","netherlands",0,NA,NA,NA,NA
"Italy","netherlands",0,NA,NA,NA,NA
"Jamaica","netherlands",0,NA,NA,NA,NA
"Japan","netherlands",0,NA,NA,NA,NA
"Jordan","netherlands",0,NA,NA,NA,NA
"Kazakhstan","netherlands",0,NA,NA,NA,NA
"Kenya","netherlands",0,NA,NA,NA,NA
"Kiribati","netherlands",0,NA,NA,NA,NA
"Kosovo","netherlands",0,NA,NA,NA,NA
"Kuwait","netherlands",0,NA,NA,NA,NA
"Kyrgyzstan","netherlands",0,NA,NA,NA,NA
"Laos","netherlands",0,NA,NA,NA,NA
"Latvia","netherlands",0,NA,NA,NA,NA
"Lebanon","netherlands",0,NA,NA,NA,NA
"Lesotho","netherlands",0,NA,NA,NA,NA
"Liberia","netherlands",0,NA,NA,NA,NA
"Libya","netherlands",0,NA,NA,NA,NA
"Liechtenstein","netherlands",0,NA,NA,NA,NA
"Lithuania","netherlands",0,NA,NA,NA,NA
"Luxembourg","netherlands",0,NA,NA,NA,NA
"Madagascar","netherlands",0,NA,NA,NA,NA
"Malawi","netherlands",0,NA,NA,NA,NA
"Malaysia","netherlands",0,NA,NA,NA,NA
"Maldives","netherlands",0,NA,NA,NA,NA
"Mali","netherlands",0,NA,NA,NA,NA
"Malta","netherlands",0,NA,NA,NA,NA
"Marshall Islands","netherlands",0,NA,NA,NA,NA
"Mauritania","netherlands",0,NA,NA,NA,NA
"Mauritius","netherlands",0,NA,NA,NA,NA
"Mexico","netherlands",0,NA,NA,NA,NA
"Micronesia (Federated States of)","netherlands",0,NA,NA,NA,NA
"Moldova","netherlands",0,NA,NA,NA,NA
"Monaco","netherlands",0,NA,NA,NA,NA
"Mongolia","netherlands",0,NA,NA,NA,NA
"Montenegro","netherlands",0,NA,NA,NA,NA
"Morocco","netherlands",0,NA,NA,NA,NA
"Mozambique","netherlands",0,NA,NA,NA,NA
"Myanmar (Burma)","netherlands",0,NA,NA,NA,NA
"Namibia","netherlands",0,NA,NA,NA,NA
"Nauru","netherlands",0,NA,NA,NA,NA
"Nepal","netherlands",0,NA,NA,NA,NA
"Netherlands","netherlands",0,NA,NA,NA,NA
"New Zealand","netherlands",0,NA,NA,NA,NA
"Nicaragua","netherlands",0,NA,NA,NA,NA
"Niger","netherlands",0,NA,NA,NA,NA
"Nigeria","netherlands",0,NA,NA,NA,NA
"North Korea","netherlands",0,NA,NA,NA,NA
"North Macedonia","netherlands",0,NA,NA,NA,NA
"Norway","netherlands",0,NA,NA,NA,NA
"Oman","netherlands",0,NA,NA,NA,NA
"Pakistan","netherlands",0,NA,NA,NA,NA
"Palau","netherlands",0,NA,NA,NA,NA
"Panama","netherlands",0,NA,NA,NA,NA
"Papua New Guinea","netherlands",0,NA,NA,NA,NA
"Paraguay","netherlands",0,NA,NA,NA,NA
"Peru","netherlands",0,NA,NA,NA,NA
"Philippines","netherlands",0,NA,NA,NA,NA
"Poland","netherlands",0,NA,NA,NA,NA
"Portugal","netherlands",0,NA,NA,NA,NA
"Qatar","netherlands",0,NA,NA,NA,NA
"Romania","netherlands",0,NA,NA,NA,NA
"Russia","netherlands",0,NA,NA,NA,NA
"Rwanda","netherlands",0,NA,NA,NA,NA
"Samoa","netherlands",0,NA,NA,NA,NA
"San Marino","netherlands",0,NA,NA,NA,NA
"São Tomé & Príncipe","netherlands",0,NA,NA,NA,NA
"Saudi Arabia","netherlands",0,NA,NA,NA,NA
"Senegal","netherlands",0,NA,NA,NA,NA
"Serbia","netherlands",0,NA,NA,NA,NA
"Seychelles","netherlands",0,NA,NA,NA,NA
"Sierra Leone","netherlands",0,NA,NA,NA,NA
"Singapore","netherlands",0,NA,NA,NA,NA
"Slovakia","netherlands",0,NA,NA,NA,NA
"Slovenia","netherlands",0,NA,NA,NA,NA
"Solomon Islands","netherlands",0,NA,NA,NA,NA
"Somalia","netherlands",0,NA,NA,NA,NA
"South Africa","netherlands",1,1652,1806,1652,1806
"South Korea","netherlands",0,NA,NA,NA,NA
"South Sudan","netherlands",0,NA,NA,NA,NA
"Spain","netherlands",0,NA,NA,NA,NA
"Sri Lanka","netherlands",0,NA,NA,NA,NA
"St. Kitts & Nevis","netherlands",0,NA,NA,NA,NA
"St. Lucia","netherlands",0,NA,NA,NA,NA
"St. Vincent & Grenadines","netherlands",0,NA,NA,NA,NA
"Sudan","netherlands",0,NA,NA,NA,NA
"Suriname","netherlands",1,1667,1974,1642,1964
"Sweden","netherlands",0,NA,NA,NA,NA
"Switzerland","netherlands",0,NA,NA,NA,NA
"Syria","netherlands",0,NA,NA,NA,NA
"Taiwan","netherlands",0,NA,NA,NA,NA
"Tajikistan","netherlands",0,NA,NA,NA,NA
"Tanzania","netherlands",0,NA,NA,NA,NA
"Thailand","netherlands",0,NA,NA,NA,NA
"Timor-Leste","netherlands",0,NA,NA,NA,NA
"Togo","netherlands",0,NA,NA,NA,NA
"Tonga","netherlands",0,NA,NA,NA,NA
"Trinidad & Tobago","netherlands",0,NA,NA,NA,NA
"Tunisia","netherlands",0,NA,NA,NA,NA
"Turkey","netherlands",0,NA,NA,NA,NA
"Turkmenistan","netherlands",0,NA,NA,NA,NA
"Tuvalu","netherlands",0,NA,NA,NA,NA
"Uganda","netherlands",0,NA,NA,NA,NA
"Ukraine","netherlands",0,NA,NA,NA,NA
"United Arab Emirates","netherlands",0,NA,NA,NA,NA
"United Kingdom","netherlands",0,NA,NA,NA,NA
"United States","netherlands",0,NA,NA,NA,NA
"Uruguay","netherlands",0,NA,NA,NA,NA
"Uzbekistan","netherlands",0,NA,NA,NA,NA
"Vanuatu","netherlands",0,NA,NA,NA,NA
"Venezuela","netherlands",0,NA,NA,NA,NA
"Vietnam","netherlands",0,NA,NA,NA,NA
"Yemen","netherlands",0,NA,NA,NA,NA
"Zambia","netherlands",0,NA,NA,NA,NA
"Zimbabwe","netherlands",0,NA,NA,NA,NA
"Afghanistan","portugal",0,NA,NA,NA,NA
"Albania","portugal",0,NA,NA,NA,NA
"Algeria","portugal",0,NA,NA,NA,NA
"Andorra","portugal",0,NA,NA,NA,NA
"Angola","portugal",1,1576,1975,1576,1974
"Antigua & Barbuda","portugal",0,NA,NA,NA,NA
"Argentina","portugal",0,NA,NA,NA,NA
"Armenia","portugal",0,NA,NA,NA,NA
"Australia","portugal",0,NA,NA,NA,NA
"Austria","portugal",0,NA,NA,NA,NA
"Azerbaijan","portugal",0,NA,NA,NA,NA
"Bahamas","portugal",0,NA,NA,NA,NA
"Bahrain","portugal",0,NA,NA,NA,NA
"Bangladesh","portugal",0,NA,NA,NA,NA
"Barbados","portugal",0,NA,NA,NA,NA
"Belarus","portugal",0,NA,NA,NA,NA
"Belgium","portugal",0,NA,NA,NA,NA
"Belize","portugal",0,NA,NA,NA,NA
"Benin","portugal",0,NA,NA,NA,NA
"Bhutan","portugal",0,NA,NA,NA,NA
"Bolivia","portugal",0,NA,NA,NA,NA
"Bosnia & Herzegovina","portugal",0,NA,NA,NA,NA
"Botswana","portugal",0,NA,NA,NA,NA
"Brazil","portugal",1,1533,1822,1533,1822
"Brunei","portugal",0,NA,NA,NA,NA
"Bulgaria","portugal",0,NA,NA,NA,NA
"Burkina Faso","portugal",0,NA,NA,NA,NA
"Burundi","portugal",0,NA,NA,NA,NA
"Cambodia","portugal",0,NA,NA,NA,NA
"Cameroon","portugal",0,NA,NA,NA,NA
"Canada","portugal",0,NA,NA,NA,NA
"Cape Verde","portugal",1,1462,1975,1462,1975
"Central African Republic","portugal",0,NA,NA,NA,NA
"Chad","portugal",0,NA,NA,NA,NA
"Chile","portugal",0,NA,NA,NA,NA
"China","portugal",0,NA,NA,NA,NA
"Colombia","portugal",0,NA,NA,NA,NA
"Comoros","portugal",0,NA,NA,NA,NA
"Congo - Brazzaville","portugal",0,NA,NA,NA,NA
"Congo - Kinshasa","portugal",0,NA,NA,NA,NA
"Costa Rica","portugal",0,NA,NA,NA,NA
"Côte d’Ivoire","portugal",0,NA,NA,NA,NA
